order_id,user_id,city,ordered_place_time,ordered_deliver_time,sku_id,sku_category,qty,price,store_id,rider_id,zone,cust_lat,cust_long,status,delivery_minutes,hour,date,store_lat,store_lon,store_rent
O0003609,U015235,Bengaluru,25-11-2025 18:50,25-11-2025 19:02,P0044,grocery,1,219.02,S04,R0650,Z5,12.929221,77.6188,delivered,12,18,25-11-2025,12.942007,77.616026,75662
O0003610,U039346,Bengaluru,24-11-2025 05:09,24-11-2025 05:20,P0099,fruits,2,413.55,S07,R0136,Z25,12.977269,77.552372,delivered,11,5,24-11-2025,12.970112,77.556587,44195
O0003611,U030931,Bengaluru,18-11-2025 18:38,18-11-2025 18:43,P0060,household,3,185.15,S02,R0405,Z5,13.003132,77.596895,delivered,5,18,18-11-2025,13.006367,77.602729,86203
O0003612,U032906,Bengaluru,27-11-2025 18:54,27-11-2025 19:02,P0117,fruits,3,381.54,S03,R0482,Z18,12.942164,77.599289,delivered,8,18,27-11-2025,12.950051,77.59937,111200
O0003613,U015790,Bengaluru,18-11-2025 11:19,18-11-2025 11:23,P0106,beverages,2,328.31,S05,R0773,Z12,12.995109,77.576741,delivered,4,11,18-11-2025,13.001428,77.581822,85507
O0003614,U032933,Bengaluru,19-11-2025 18:07,19-11-2025 18:16,P0023,personal_care,2,135.26,S07,R0912,Z20,12.974286,77.566534,delivered,9,18,19-11-2025,12.970112,77.556587,44195
O0003615,U026163,Bengaluru,05-11-2025 06:28,05-11-2025 06:32,P0077,personal_care,3,517.04,S03,R0739,Z26,12.954738,77.601889,delivered,4,6,05-11-2025,12.950051,77.59937,111200
O0003616,U023781,Bengaluru,07-11-2025 19:39,07-11-2025 19:49,P0093,grocery,1,261.26,S04,R0464,Z1,12.953922,77.609665,delivered,10,19,07-11-2025,12.942007,77.616026,75662
O0003617,U021486,Bengaluru,18-11-2025 09:45,18-11-2025 09:56,P0028,household,2,77.74,S08,R0323,Z28,12.963159,77.554838,delivered,11,9,18-11-2025,12.950394,77.558158,51894
O0003618,U000216,Bengaluru,08-11-2025 21:47,08-11-2025 21:51,P0035,personal_care,3,219.99,S07,R0491,Z8,12.966096,77.557085,delivered,4,21,08-11-2025,12.970112,77.556587,44195
O0003619,U021482,Bengaluru,08-11-2025 19:25,08-11-2025 19:36,P0034,fruits,1,338.46,S01,R0650,Z15,12.93824,77.605326,delivered,11,19,08-11-2025,12.949887,77.614547,101404
O0003620,U004017,Bengaluru,12-11-2025 16:04,12-11-2025 16:10,P0032,grocery,3,241.84,S05,R0703,Z29,13.002,77.574048,delivered,6,16,12-11-2025,13.001428,77.581822,85507
O0003621,U027083,Bengaluru,09-11-2025 17:11,09-11-2025 17:16,P0073,personal_care,2,354.59,S01,R0629,Z12,12.951246,77.612561,delivered,5,17,09-11-2025,12.949887,77.614547,101404
O0003622,U015863,Bengaluru,09-11-2025 14:43,09-11-2025 14:49,P0014,fruits,1,480.66,S08,R0393,Z17,12.9523,77.553335,delivered,6,14,09-11-2025,12.950394,77.558158,51894
O0003623,U026691,Bengaluru,17-11-2025 17:33,17-11-2025 17:42,P0093,grocery,1,248.2,S01,R0419,Z19,12.951549,77.622155,delivered,9,17,17-11-2025,12.949887,77.614547,101404
O0003624,U000772,Bengaluru,04-11-2025 02:25,04-11-2025 02:31,P0074,beverages,1,208.87,S01,R0803,Z29,12.942046,77.6136,delivered,6,2,04-11-2025,12.949887,77.614547,101404
O0003625,U002582,Bengaluru,09-11-2025 23:51,09-11-2025 23:59,P0009,household,3,303.41,S02,R0891,Z8,13.0083,77.599141,delivered,8,23,09-11-2025,13.006367,77.602729,86203
O0003626,U036566,Bengaluru,07-11-2025 19:48,07-11-2025 19:56,P0088,household,1,63.4,S08,R0890,Z29,12.945382,77.557206,delivered,8,19,07-11-2025,12.950394,77.558158,51894
O0003627,U035314,Bengaluru,26-11-2025 09:13,26-11-2025 09:20,P0014,fruits,3,480.66,S08,R0333,Z29,12.953171,77.552715,delivered,7,9,26-11-2025,12.950394,77.558158,51894
O0003628,U031329,Bengaluru,09-11-2025 07:06,09-11-2025 07:14,P0001,grocery,3,144.68,S03,R0373,Z14,12.937627,77.594788,delivered,8,7,09-11-2025,12.950051,77.59937,111200
O0003629,U016374,Bengaluru,01-11-2025 12:01,01-11-2025 12:06,P0009,household,2,303.41,S05,R0877,Z15,12.995144,77.580114,delivered,5,12,01-11-2025,13.001428,77.581822,85507
O0003630,U022584,Bengaluru,05-11-2025 18:32,05-11-2025 18:41,P0015,fruits,3,331.59,S08,R0937,Z25,12.940922,77.564391,delivered,9,18,05-11-2025,12.950394,77.558158,51894
O0003631,U014170,Bengaluru,01-11-2025 07:22,01-11-2025 07:26,P0057,household,2,48.62,S05,R0019,Z17,12.998028,77.580429,delivered,4,7,01-11-2025,13.001428,77.581822,85507
O0003632,U037286,Bengaluru,04-11-2025 14:59,04-11-2025 15:02,P0039,grocery,3,335.71,S03,R0586,Z7,12.948025,77.599285,delivered,3,14,04-11-2025,12.950051,77.59937,111200
O0003633,U028979,Bengaluru,25-11-2025 20:50,25-11-2025 21:20,P0006,fruits,2,261.55,S02,R0510,Z4,13.019178,77.597768,delivered,30,20,25-11-2025,13.006367,77.602729,86203
O0003634,U020678,Bengaluru,17-11-2025 18:34,17-11-2025 18:38,P0080,snacks,1,278.81,S07,R0953,Z8,12.971893,77.554725,delivered,4,18,17-11-2025,12.970112,77.556587,44195
O0003635,U032084,Bengaluru,17-11-2025 07:14,17-11-2025 07:25,P0113,household,2,167.47,S01,R0929,Z29,12.96319,77.620777,delivered,11,7,17-11-2025,12.949887,77.614547,101404
O0003636,U034265,Bengaluru,23-11-2025 10:29,23-11-2025 10:35,P0041,dairy,2,281.54,S01,R0941,Z22,12.95646,77.611871,delivered,6,10,23-11-2025,12.949887,77.614547,101404
O0003637,U032124,Bengaluru,16-11-2025 18:39,16-11-2025 18:47,P0090,dairy,2,580.76,S05,R0837,Z21,12.995123,77.573836,delivered,8,18,16-11-2025,13.001428,77.581822,85507
O0003638,U006954,Bengaluru,26-11-2025 21:36,26-11-2025 21:46,P0030,beverages,1,138.84,S04,R0277,Z12,12.944755,77.608622,delivered,10,21,26-11-2025,12.942007,77.616026,75662
O0003639,U007538,Bengaluru,02-11-2025 22:22,02-11-2025 22:32,P0084,fruits,1,165.75,S02,R0298,Z24,13.015471,77.59345,canceled,10,22,02-11-2025,13.006367,77.602729,86203
O0003640,U039258,Bengaluru,14-11-2025 11:10,14-11-2025 11:16,P0039,grocery,3,335.71,S03,R0087,Z13,12.941113,77.590466,delivered,6,11,14-11-2025,12.950051,77.59937,111200
O0003641,U018904,Bengaluru,14-11-2025 04:33,14-11-2025 04:38,P0031,snacks,1,555.83,S02,R0226,Z8,13.010506,77.60004,delivered,5,4,14-11-2025,13.006367,77.602729,86203
O0003642,U000622,Bengaluru,10-11-2025 12:31,10-11-2025 12:42,P0003,grocery,2,265.88,S07,R0225,Z5,12.972069,77.547316,delivered,11,12,10-11-2025,12.970112,77.556587,44195
O0003643,U018585,Bengaluru,09-11-2025 18:15,09-11-2025 18:27,P0069,household,1,533.84,S07,R0418,Z17,12.975705,77.572617,delivered,12,18,09-11-2025,12.970112,77.556587,44195
O0003644,U024353,Bengaluru,26-11-2025 06:08,26-11-2025 06:13,P0080,snacks,1,265.53,S02,R0629,Z21,13.001061,77.604954,delivered,5,6,26-11-2025,13.006367,77.602729,86203
O0003645,U023853,Bengaluru,02-11-2025 17:29,02-11-2025 17:37,P0076,household,1,269.98,S06,R0588,Z15,12.981535,77.595801,delivered,8,17,02-11-2025,12.976327,77.585333,70255
O0003646,U001922,Bengaluru,18-11-2025 12:36,18-11-2025 12:43,P0048,snacks,2,396.66,S05,R0824,Z2,13.010191,77.571222,delivered,7,12,18-11-2025,13.001428,77.581822,85507
O0003647,U007283,Bengaluru,22-11-2025 19:49,22-11-2025 19:53,P0001,grocery,1,144.68,S04,R0196,Z12,12.940562,77.615881,delivered,4,19,22-11-2025,12.942007,77.616026,75662
O0003648,U025069,Bengaluru,13-11-2025 16:56,13-11-2025 17:01,P0043,household,3,237.05,S01,R0841,Z7,12.950578,77.611088,delivered,5,16,13-11-2025,12.949887,77.614547,101404
O0003649,U028258,Bengaluru,23-11-2025 00:28,23-11-2025 00:33,P0040,personal_care,3,87.23,S03,R0017,Z19,12.956534,77.599111,delivered,5,0,23-11-2025,12.950051,77.59937,111200
O0003650,U014425,Bengaluru,31-10-2025 21:28,31-10-2025 21:36,P0079,household,1,260.34,S07,R0029,Z4,12.968808,77.549843,delivered,8,21,31-10-2025,12.970112,77.556587,44195
O0003651,U039233,Bengaluru,27-11-2025 07:17,27-11-2025 07:24,P0068,snacks,1,122.2,S02,R0749,Z24,13.009948,77.610669,delivered,7,7,27-11-2025,13.006367,77.602729,86203
O0003652,U028563,Bengaluru,28-11-2025 19:59,28-11-2025 20:11,P0062,personal_care,2,279.87,S08,R0415,Z23,12.966364,77.561482,delivered,12,19,28-11-2025,12.950394,77.558158,51894
O0003653,U000406,Bengaluru,05-11-2025 21:28,05-11-2025 21:48,P0008,household,1,78.21,S06,R0344,Z22,12.984395,77.596486,delivered,20,21,05-11-2025,12.976327,77.585333,70255
O0003654,U037970,Bengaluru,20-11-2025 07:35,20-11-2025 07:40,P0042,dairy,3,336.42,S02,R0151,Z1,13.002052,77.606961,delivered,5,7,20-11-2025,13.006367,77.602729,86203
O0003655,U011788,Bengaluru,25-11-2025 05:38,25-11-2025 05:42,P0016,household,2,189.43,S05,R0603,Z5,12.995763,77.575262,delivered,4,5,25-11-2025,13.001428,77.581822,85507
O0003656,U035263,Bengaluru,26-11-2025 08:37,26-11-2025 08:47,P0115,fruits,1,88.22,S07,R0288,Z15,12.983788,77.562899,delivered,10,8,26-11-2025,12.970112,77.556587,44195
O0003657,U019322,Bengaluru,25-11-2025 10:37,25-11-2025 10:44,P0043,household,1,237.05,S06,R0966,Z26,12.985814,77.587341,delivered,7,10,25-11-2025,12.976327,77.585333,70255
O0003658,U028700,Bengaluru,24-11-2025 17:27,24-11-2025 17:34,P0112,grocery,1,190.02,S05,R0938,Z29,13.003902,77.572083,delivered,7,17,24-11-2025,13.001428,77.581822,85507
O0003659,U018625,Bengaluru,21-11-2025 07:45,21-11-2025 07:53,P0046,snacks,1,352.7,S03,R0578,Z4,12.945038,77.597938,delivered,8,7,21-11-2025,12.950051,77.59937,111200
O0003660,U019802,Bengaluru,19-11-2025 17:38,19-11-2025 17:41,P0084,fruits,3,165.75,S03,R0492,Z7,12.950853,77.598958,delivered,3,17,19-11-2025,12.950051,77.59937,111200
O0003661,U005812,Bengaluru,14-11-2025 11:53,14-11-2025 11:57,P0115,fruits,2,88.22,S04,R0463,Z19,12.945352,77.614377,delivered,4,11,14-11-2025,12.942007,77.616026,75662
O0003662,U021806,Bengaluru,24-11-2025 01:32,24-11-2025 01:41,P0012,beverages,1,316.5,S08,R0351,Z17,12.94893,77.553467,delivered,9,1,24-11-2025,12.950394,77.558158,51894
O0003663,U011620,Bengaluru,17-11-2025 20:47,17-11-2025 21:07,P0057,household,3,48.62,S02,R0159,Z12,13.029142,77.603526,delivered,20,20,17-11-2025,13.006367,77.602729,86203
O0003664,U037092,Bengaluru,30-10-2025 09:08,30-10-2025 09:12,P0082,personal_care,3,486.68,S05,R0047,Z4,12.995274,77.581918,delivered,4,9,30-10-2025,13.001428,77.581822,85507
O0003665,U039811,Bengaluru,22-11-2025 18:51,22-11-2025 19:13,P0061,beverages,1,152.68,S01,R0936,Z27,12.965093,77.609118,delivered,22,18,22-11-2025,12.949887,77.614547,101404
O0003666,U017129,Bengaluru,06-11-2025 15:22,06-11-2025 15:28,P0021,beverages,1,483.6,S03,R0999,Z27,12.954155,77.59328,delivered,6,15,06-11-2025,12.950051,77.59937,111200
O0003667,U021682,Bengaluru,06-11-2025 15:44,06-11-2025 15:54,P0037,grocery,2,460.03,S03,R0068,Z29,12.953374,77.589551,delivered,10,15,06-11-2025,12.950051,77.59937,111200
O0003668,U015129,Bengaluru,03-11-2025 15:24,03-11-2025 15:36,P0063,beverages,3,289.58,S06,R0701,Z11,12.990351,77.579994,delivered,12,15,03-11-2025,12.976327,77.585333,70255
O0003669,U020917,Bengaluru,21-11-2025 00:31,21-11-2025 00:39,P0056,beverages,1,520.86,S05,R0862,Z22,13.003791,77.580455,delivered,8,0,21-11-2025,13.001428,77.581822,85507
O0003670,U029324,Bengaluru,23-11-2025 12:50,23-11-2025 12:54,P0108,fruits,3,58.34,S03,R0001,Z2,12.943052,77.59525,delivered,4,12,23-11-2025,12.950051,77.59937,111200
O0003671,U020558,Bengaluru,06-11-2025 19:36,06-11-2025 19:42,P0052,grocery,1,161.95,S01,R0439,Z18,12.949292,77.611759,delivered,6,19,06-11-2025,12.949887,77.614547,101404
O0003672,U000431,Bengaluru,09-11-2025 07:19,09-11-2025 07:22,P0040,personal_care,2,87.23,S07,R0278,Z11,12.968994,77.558994,delivered,3,7,09-11-2025,12.970112,77.556587,44195
O0003673,U025408,Bengaluru,24-11-2025 08:25,24-11-2025 08:38,P0002,fruits,3,461.94,S01,R0106,Z11,12.962906,77.606637,delivered,13,8,24-11-2025,12.949887,77.614547,101404
O0003674,U002076,Bengaluru,17-11-2025 19:21,17-11-2025 19:37,P0030,beverages,1,138.84,S08,R0824,Z28,12.97285,77.559375,delivered,16,19,17-11-2025,12.950394,77.558158,51894
O0003675,U039169,Bengaluru,07-11-2025 19:50,07-11-2025 19:59,P0043,household,2,237.05,S01,R0830,Z24,12.952379,77.605276,delivered,9,19,07-11-2025,12.949887,77.614547,101404
O0003676,U029092,Bengaluru,28-11-2025 19:39,28-11-2025 19:42,P0114,personal_care,2,49.79,S04,R0588,Z22,12.941294,77.617304,delivered,3,19,28-11-2025,12.942007,77.616026,75662
O0003677,U038268,Bengaluru,18-11-2025 12:20,18-11-2025 12:24,P0070,personal_care,3,247.98,S06,R0997,Z2,12.973718,77.586187,delivered,4,12,18-11-2025,12.976327,77.585333,70255
O0003678,U012414,Bengaluru,01-11-2025 08:43,01-11-2025 08:53,P0118,dairy,3,384.32,S06,R0556,Z22,12.962363,77.581724,delivered,10,8,01-11-2025,12.976327,77.585333,70255
O0003679,U014372,Bengaluru,07-11-2025 20:14,07-11-2025 20:22,P0091,personal_care,3,587.82,S02,R0619,Z10,12.998319,77.596013,delivered,8,20,07-11-2025,13.006367,77.602729,86203
O0003680,U005700,Bengaluru,22-11-2025 21:53,22-11-2025 21:57,P0120,beverages,2,14.19,S06,R0470,Z15,12.975899,77.58832,delivered,4,21,22-11-2025,12.976327,77.585333,70255
O0003681,U016692,Bengaluru,06-11-2025 08:53,06-11-2025 09:03,P0024,dairy,2,532.34,S07,R0179,Z23,12.98208,77.556279,delivered,10,8,06-11-2025,12.970112,77.556587,44195
O0003682,U012595,Bengaluru,16-11-2025 07:44,16-11-2025 07:54,P0062,personal_care,3,279.87,S05,R0565,Z13,12.994819,77.593136,delivered,10,7,16-11-2025,13.001428,77.581822,85507
O0003683,U020130,Bengaluru,05-11-2025 23:49,05-11-2025 23:55,P0014,fruits,1,480.66,S08,R0799,Z5,12.940366,77.552811,delivered,6,23,05-11-2025,12.950394,77.558158,51894
O0003684,U025831,Bengaluru,17-11-2025 12:56,17-11-2025 13:00,P0025,dairy,3,19.52,S01,R0422,Z13,12.951178,77.611805,delivered,4,12,17-11-2025,12.949887,77.614547,101404
O0003685,U038843,Bengaluru,18-11-2025 23:16,18-11-2025 23:20,P0078,beverages,1,296.38,S05,R0596,Z19,13.002871,77.579567,delivered,4,23,18-11-2025,13.001428,77.581822,85507
O0003686,U039666,Bengaluru,26-11-2025 11:43,26-11-2025 11:49,P0047,beverages,1,192.43,S05,R0767,Z21,12.99474,77.575667,delivered,6,11,26-11-2025,13.001428,77.581822,85507
O0003687,U030471,Bengaluru,27-11-2025 04:02,27-11-2025 04:07,P0102,grocery,1,493.88,S06,R0981,Z1,12.969326,77.590172,delivered,5,4,27-11-2025,12.976327,77.585333,70255
O0003688,U004149,Bengaluru,19-11-2025 13:32,19-11-2025 13:48,P0081,beverages,1,228.73,S02,R0310,Z2,13.031116,77.592096,delivered,16,13,19-11-2025,13.006367,77.602729,86203
O0003689,U036012,Bengaluru,30-10-2025 10:03,30-10-2025 10:13,P0119,snacks,1,246.7,S08,R0287,Z8,12.957762,77.568897,delivered,10,10,30-10-2025,12.950394,77.558158,51894
O0003690,U029400,Bengaluru,19-11-2025 06:43,19-11-2025 06:56,P0051,household,3,515.02,S01,R0648,Z11,12.956312,77.614729,delivered,13,6,19-11-2025,12.949887,77.614547,101404
O0003691,U002887,Bengaluru,17-11-2025 23:30,17-11-2025 23:34,P0041,dairy,3,281.54,S05,R0047,Z7,13.001153,77.58831,delivered,4,23,17-11-2025,13.001428,77.581822,85507
O0003692,U022510,Bengaluru,02-11-2025 05:32,02-11-2025 05:41,P0060,household,2,185.15,S02,R0533,Z18,13.021724,77.611036,delivered,9,5,02-11-2025,13.006367,77.602729,86203
O0003693,U017362,Bengaluru,10-11-2025 17:34,10-11-2025 17:38,P0066,fruits,2,488.51,S07,R0175,Z3,12.975942,77.555715,delivered,4,17,10-11-2025,12.970112,77.556587,44195
O0003694,U014463,Bengaluru,06-11-2025 17:25,06-11-2025 17:39,P0032,grocery,2,229.75,S01,R0833,Z13,12.939123,77.610987,delivered,14,17,06-11-2025,12.949887,77.614547,101404
O0003695,U022014,Bengaluru,13-11-2025 07:05,13-11-2025 07:20,P0088,household,2,63.4,S07,R0219,Z8,12.960497,77.566389,delivered,15,7,13-11-2025,12.970112,77.556587,44195
O0003696,U028871,Bengaluru,06-11-2025 20:45,06-11-2025 20:59,P0108,fruits,1,55.56,S02,R0334,Z14,12.993477,77.609653,delivered,14,20,06-11-2025,13.006367,77.602729,86203
O0003697,U028460,Bengaluru,24-11-2025 22:16,24-11-2025 22:21,P0015,fruits,2,331.59,S06,R0455,Z17,12.978196,77.583368,delivered,5,22,24-11-2025,12.976327,77.585333,70255
O0003698,U038616,Bengaluru,03-11-2025 12:31,03-11-2025 12:35,P0053,household,2,315.4,S03,R0889,Z13,12.94798,77.601273,delivered,4,12,03-11-2025,12.950051,77.59937,111200
O0003699,U007064,Bengaluru,13-11-2025 11:36,13-11-2025 11:40,P0071,beverages,1,268.55,S06,R0839,Z7,12.976954,77.593576,delivered,4,11,13-11-2025,12.976327,77.585333,70255
O0003700,U009639,Bengaluru,01-11-2025 18:33,01-11-2025 18:37,P0009,household,2,303.41,S05,R0902,Z23,13.000546,77.582836,delivered,4,18,01-11-2025,13.001428,77.581822,85507
O0003701,U017921,Bengaluru,28-11-2025 11:57,28-11-2025 12:05,P0090,dairy,2,580.76,S08,R0610,Z7,12.947839,77.550723,delivered,8,11,28-11-2025,12.950394,77.558158,51894
O0003702,U001366,Bengaluru,06-11-2025 21:58,06-11-2025 22:07,P0059,dairy,3,349.84,S06,R0454,Z15,12.973632,77.575691,delivered,9,21,06-11-2025,12.976327,77.585333,70255
O0003703,U021748,Bengaluru,05-11-2025 01:48,05-11-2025 01:52,P0046,snacks,2,335.9,S06,R0314,Z11,12.980555,77.580021,canceled,4,1,05-11-2025,12.976327,77.585333,70255
O0003704,U014966,Bengaluru,24-11-2025 00:05,24-11-2025 00:13,P0118,dairy,3,384.32,S07,R0548,Z12,12.973781,77.56578,delivered,8,0,24-11-2025,12.970112,77.556587,44195
O0003705,U030866,Bengaluru,08-11-2025 16:05,08-11-2025 16:09,P0087,household,3,424.24,S05,R0202,Z3,12.99734,77.582437,delivered,4,16,08-11-2025,13.001428,77.581822,85507
O0003706,U029456,Bengaluru,25-11-2025 18:25,25-11-2025 18:31,P0111,beverages,3,156.42,S05,R0405,Z1,12.999414,77.57407,canceled,6,18,25-11-2025,13.001428,77.581822,85507
O0003707,U009554,Bengaluru,16-11-2025 18:31,16-11-2025 18:37,P0115,fruits,3,88.22,S04,R0890,Z12,12.937096,77.609026,canceled,6,18,16-11-2025,12.942007,77.616026,75662
O0003708,U023555,Bengaluru,26-11-2025 09:24,26-11-2025 09:42,P0082,personal_care,1,486.68,S07,R0262,Z8,12.980386,77.55896,delivered,18,9,26-11-2025,12.970112,77.556587,44195
O0003709,U039035,Bengaluru,11-11-2025 13:03,11-11-2025 13:12,P0061,beverages,2,152.68,S01,R0439,Z29,12.946798,77.625414,delivered,9,13,11-11-2025,12.949887,77.614547,101404
O0003710,U011346,Bengaluru,05-11-2025 20:31,05-11-2025 20:37,P0087,household,3,424.24,S01,R0157,Z1,12.950822,77.61965,delivered,6,20,05-11-2025,12.949887,77.614547,101404
O0003711,U018262,Bengaluru,28-11-2025 14:11,28-11-2025 14:16,P0098,fruits,2,302.76,S06,R0017,Z5,12.971348,77.580152,canceled,5,14,28-11-2025,12.976327,77.585333,70255
O0003712,U031831,Bengaluru,15-11-2025 21:16,15-11-2025 21:29,P0107,household,1,13.27,S07,R0767,Z16,12.962984,77.542414,delivered,13,21,15-11-2025,12.970112,77.556587,44195
O0003713,U004049,Bengaluru,18-11-2025 07:19,18-11-2025 07:25,P0030,beverages,3,138.84,S07,R0257,Z4,12.961254,77.553854,delivered,6,7,18-11-2025,12.970112,77.556587,44195
O0003714,U036603,Bengaluru,30-10-2025 07:30,30-10-2025 07:38,P0109,grocery,3,317.4,S01,R0590,Z14,12.94279,77.614415,delivered,8,7,30-10-2025,12.949887,77.614547,101404
O0003715,U007852,Bengaluru,22-11-2025 20:19,22-11-2025 20:32,P0027,snacks,1,100.31,S02,R0028,Z7,13.016469,77.60811,delivered,13,20,22-11-2025,13.006367,77.602729,86203
O0003716,U026458,Bengaluru,12-11-2025 14:42,12-11-2025 14:59,P0047,beverages,2,192.43,S07,R0403,Z11,12.972895,77.550277,delivered,17,14,12-11-2025,12.970112,77.556587,44195
O0003717,U026355,Bengaluru,07-11-2025 18:14,07-11-2025 18:33,P0043,household,1,237.05,S07,R0439,Z3,12.981935,77.556961,delivered,19,18,07-11-2025,12.970112,77.556587,44195
O0003718,U022291,Bengaluru,31-10-2025 20:24,31-10-2025 20:30,P0054,fruits,1,383.34,S06,R0486,Z17,12.98212,77.585658,delivered,6,20,31-10-2025,12.976327,77.585333,70255
O0003719,U025298,Bengaluru,20-11-2025 15:40,20-11-2025 15:47,P0052,grocery,2,161.95,S01,R0311,Z16,12.951128,77.607272,delivered,7,15,20-11-2025,12.949887,77.614547,101404
O0003720,U029500,Bengaluru,18-11-2025 13:07,18-11-2025 13:12,P0074,beverages,2,208.87,S01,R0129,Z15,12.945975,77.615658,delivered,5,13,18-11-2025,12.949887,77.614547,101404
O0003721,U000819,Bengaluru,11-11-2025 14:07,11-11-2025 14:18,P0049,fruits,1,132.51,S01,R0546,Z14,12.939499,77.625901,delivered,11,14,11-11-2025,12.949887,77.614547,101404
O0003722,U032833,Bengaluru,04-11-2025 13:59,04-11-2025 14:09,P0049,fruits,2,132.51,S06,R0472,Z26,12.974586,77.569189,delivered,10,13,04-11-2025,12.976327,77.585333,70255
O0003723,U037794,Bengaluru,24-11-2025 07:08,24-11-2025 07:13,P0035,personal_care,1,219.99,S01,R0327,Z27,12.947201,77.615051,delivered,5,7,24-11-2025,12.949887,77.614547,101404
O0003724,U001941,Bengaluru,27-11-2025 21:29,27-11-2025 21:44,P0049,fruits,3,132.51,S05,R0388,Z22,12.985284,77.592166,delivered,15,21,27-11-2025,13.001428,77.581822,85507
O0003725,U038876,Bengaluru,22-11-2025 07:48,22-11-2025 07:52,P0017,grocery,2,416.67,S04,R0685,Z24,12.94011,77.620411,delivered,4,7,22-11-2025,12.942007,77.616026,75662
O0003726,U016324,Bengaluru,07-11-2025 17:01,07-11-2025 17:05,P0095,personal_care,1,199.58,S01,R0448,Z8,12.946299,77.611706,delivered,4,17,07-11-2025,12.949887,77.614547,101404
O0003727,U007819,Bengaluru,27-11-2025 19:46,27-11-2025 19:55,P0027,snacks,1,100.31,S01,R0611,Z26,12.944767,77.609502,delivered,9,19,27-11-2025,12.949887,77.614547,101404
O0003728,U035486,Bengaluru,28-11-2025 21:56,28-11-2025 22:01,P0033,grocery,1,244.93,S05,R0338,Z9,13.005815,77.58271,delivered,5,21,28-11-2025,13.001428,77.581822,85507
O0003729,U033155,Bengaluru,21-11-2025 14:03,21-11-2025 14:18,P0111,beverages,3,156.42,S01,R0715,Z28,12.936665,77.613722,delivered,15,14,21-11-2025,12.949887,77.614547,101404
O0003730,U026520,Bengaluru,01-11-2025 20:55,01-11-2025 21:08,P0029,grocery,2,439.17,S07,R0373,Z19,12.96876,77.568832,delivered,13,20,01-11-2025,12.970112,77.556587,44195
O0003731,U010870,Bengaluru,20-11-2025 18:00,20-11-2025 18:07,P0028,household,2,77.74,S07,R0432,Z18,12.965556,77.558158,canceled,7,18,20-11-2025,12.970112,77.556587,44195
O0003732,U031483,Bengaluru,30-10-2025 20:04,30-10-2025 20:12,P0094,snacks,2,293.81,S08,R0603,Z9,12.951367,77.569475,delivered,8,20,30-10-2025,12.950394,77.558158,51894
O0003733,U029263,Bengaluru,15-11-2025 17:28,15-11-2025 17:35,P0034,fruits,3,338.46,S05,R0688,Z17,13.001271,77.575443,delivered,7,17,15-11-2025,13.001428,77.581822,85507
O0003734,U014496,Bengaluru,10-11-2025 18:19,10-11-2025 18:35,P0015,fruits,2,331.59,S05,R0184,Z20,12.991488,77.569183,delivered,16,18,10-11-2025,13.001428,77.581822,85507
O0003735,U006847,Bengaluru,22-11-2025 18:51,22-11-2025 18:54,P0022,fruits,2,124.59,S08,R0367,Z15,12.952571,77.554412,delivered,3,18,22-11-2025,12.950394,77.558158,51894
O0003736,U019003,Bengaluru,12-11-2025 17:00,12-11-2025 17:07,P0106,beverages,2,328.31,S08,R0137,Z22,12.956557,77.560898,delivered,7,17,12-11-2025,12.950394,77.558158,51894
O0003737,U009262,Bengaluru,23-11-2025 07:17,23-11-2025 07:27,P0011,snacks,2,302.34,S02,R0613,Z11,13.006814,77.587388,delivered,10,7,23-11-2025,13.006367,77.602729,86203
O0003738,U036890,Bengaluru,19-11-2025 13:26,19-11-2025 13:32,P0114,personal_care,1,47.3,S01,R0041,Z23,12.948013,77.606031,delivered,6,13,19-11-2025,12.949887,77.614547,101404
O0003739,U027312,Bengaluru,17-11-2025 13:46,17-11-2025 13:54,P0106,beverages,1,328.31,S06,R0152,Z11,12.98285,77.57893,delivered,8,13,17-11-2025,12.976327,77.585333,70255
O0003740,U022283,Bengaluru,23-11-2025 11:41,23-11-2025 11:45,P0035,personal_care,2,219.99,S07,R0721,Z20,12.966836,77.550669,delivered,4,11,23-11-2025,12.970112,77.556587,44195
O0003741,U018623,Bengaluru,28-11-2025 12:34,28-11-2025 12:43,P0084,fruits,2,174.04,S08,R0116,Z5,12.947587,77.568666,delivered,9,12,28-11-2025,12.950394,77.558158,51894
O0003742,U024072,Bengaluru,25-11-2025 03:06,25-11-2025 03:15,P0020,fruits,2,113.47,S07,R0474,Z12,12.971469,77.569091,delivered,9,3,25-11-2025,12.970112,77.556587,44195
O0003743,U005891,Bengaluru,11-11-2025 10:33,11-11-2025 10:43,P0060,household,3,185.15,S04,R0803,Z25,12.93164,77.62638,delivered,10,10,11-11-2025,12.942007,77.616026,75662
O0003744,U037072,Bengaluru,18-11-2025 05:52,18-11-2025 06:05,P0091,personal_care,1,587.82,S04,R0627,Z6,12.935842,77.618889,delivered,13,5,18-11-2025,12.942007,77.616026,75662
O0003745,U003635,Bengaluru,07-11-2025 10:27,07-11-2025 10:34,P0050,snacks,2,274.94,S08,R0636,Z12,12.949232,77.566122,delivered,7,10,07-11-2025,12.950394,77.558158,51894
O0003746,U006022,Bengaluru,02-11-2025 05:53,02-11-2025 06:00,P0112,grocery,3,190.02,S07,R0993,Z6,12.983317,77.554897,delivered,7,5,02-11-2025,12.970112,77.556587,44195
